Rank on List,Ethnicity,Gender,Race,Project Type,VI Score,Household Type
1771,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,1,Household without Children
1772,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",PSH,0,Household without Children
1773,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,PSH,0,Household without Children
1774,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,7,Household without Children
1775,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,12,Household without Children
1776,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",PSH,5,Household without Children
1777,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,PSH,10,Household without Children
1778,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",PSH,6,Household without Children
1779,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,PSH,7,Household without Children
1,Data not collected,Male,Data not collected,RRH,#N/A,Household without Children
2,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,RRH,15,Household without Children
3,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,15,Household without Children
4,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,15,Household without Children
5,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,15,Household without Children
6,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,15,Household without Children
7,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,13,Household without Children
8,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,15,Household without Children
9,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",RRH,15,Household without Children
10,Hispanic/Latin(a)(o)(x),Female,"Black, African American, or African",RRH,15,Household without Children
11,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,15,Household without Children
12,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,15,Household without Children
13,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,15,Household without Children
14,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,15,Household without Children
15,Hispanic/Latin(a)(o)(x),Male,White,RRH,14,Household without Children
16,Hispanic/Latin(a)(o)(x),Female,White,RRH,14,Household without Children
17,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",RRH,14,Household without Children
18,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,14,Household without Children
19,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,14,Household without Children
20,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,14,Household without Children
21,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,14,Household without Children
22,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,14,Household without Children
23,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,14,Household without Children
24,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,14,Household without Children
25,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,14,Household without Children
26,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,14,Household without Children
27,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,RRH,#N/A,Household without Children
28,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,14,Household without Children
29,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,14,Household without Children
30,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,#N/A,Household without Children
31,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,14,Household without Children
32,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,14,Household without Children
33,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,RRH,14,Household without Children
34,Hispanic/Latin(a)(o)(x),Male,White,RRH,14,Household without Children
35,Hispanic/Latin(a)(o)(x),Female,"Black, African American, or African",RRH,#N/A,Household without Children
36,Data not collected,Female,Data not collected,RRH,14,Household without Children
37,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,14,Household without Children
38,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,14,Household without Children
39,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,14,Household without Children
40,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,14,Household without Children
41,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,13,Household without Children
42,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,13,Household without Children
43,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,13,Household without Children
44,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,13,Household without Children
45,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,13,Household without Children
46,Hispanic/Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",RRH,13,Household without Children
47,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,13,Household without Children
48,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",RRH,13,Household without Children
49,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,RRH,#N/A,Household without Children
50,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,13,Household without Children
51,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,13,Household without Children
52,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,#N/A,Household without Children
53,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,13,Household without Children
54,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,RRH,13,Household without Children
55,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
56,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,13,Household without Children
57,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,13,Household without Children
58,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",RRH,13,Household without Children
59,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,13,Household without Children
60,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,13,Household without Children
61,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,13,Household without Children
62,Hispanic/Latin(a)(o)(x),Male,Multi-Racial,RRH,#N/A,Household without Children
63,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,13,Household without Children
64,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,13,Household without Children
65,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,13,Household without Children
66,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,13,Household without Children
67,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,13,Household without Children
68,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,13,Household without Children
69,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,13,Household without Children
70,Hispanic/Latin(a)(o)(x),Male,Asian or Asian American,RRH,13,Household without Children
71,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,13,Household without Children
72,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,13,Household without Children
73,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",RRH,13,Household without Children
74,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,13,Household without Children
75,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,13,Household without Children
76,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,#N/A,Household without Children
77,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,13,Household without Children
78,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,13,Household without Children
79,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",RRH,13,Household without Children
80,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,13,Household without Children
81,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,13,Household without Children
82,Hispanic/Latin(a)(o)(x),Female,White,RRH,13,Household without Children
83,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,13,Household without Children
84,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
85,Hispanic/Latin(a)(o)(x),Male,White,RRH,12,Household without Children
86,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
87,Non-Hispanic/Non-Latin(a)(o)(x),Transgender,White,RRH,12,Household without Children
88,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,#N/A,Household without Children
89,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,12,Household without Children
90,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,12,Household without Children
91,Non-Hispanic/Non-Latin(a)(o)(x),Male,Multi-Racial,RRH,12,Household without Children
92,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,12,Household without Children
93,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
94,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
95,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
96,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
97,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
98,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
99,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
100,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
101,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,12,Household without Children
102,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
103,Hispanic/Latin(a)(o)(x),Female,White,RRH,12,Household without Children
104,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,12,Household without Children
105,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,#N/A,Household without Children
106,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
107,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,12,Household without Children
108,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
109,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
110,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,12,Household without Children
111,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
112,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
113,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
114,Hispanic/Latin(a)(o)(x),Male,White,RRH,12,Household without Children
115,Non-Hispanic/Non-Latin(a)(o)(x),Female,Multi-Racial,RRH,12,Household without Children
116,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,12,Household without Children
117,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,12,Household without Children
118,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,12,Household without Children
119,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,12,Household without Children
120,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,6,Household without Children
121,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
122,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",RRH,#N/A,Household without Children
123,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,12,Household without Children
124,Non-Hispanic/Non-Latin(a)(o)(x),Other gender,White,RRH,12,Household without Children
125,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",RRH,12,Household without Children
126,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
127,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
128,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
129,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,12,Household without Children
130,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",RRH,12,Household without Children
131,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,12,Household without Children
132,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
133,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,12,Household without Children
134,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,12,Household without Children
135,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,#N/A,Household without Children
136,Hispanic/Latin(a)(o)(x),Male,White,RRH,12,Household without Children
137,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,12,Household without Children
138,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
139,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
140,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,12,Household without Children
141,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,12,Household without Children
142,Hispanic/Latin(a)(o)(x),Male,White,RRH,12,Household without Children
143,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,12,Household without Children
144,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",RRH,12,Household without Children
145,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,#N/A,Household without Children
146,Hispanic/Latin(a)(o)(x),Male,"Black, African American, or African",RRH,12,Household without Children
147,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",RRH,12,Household without Children
148,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,12,Household without Children
149,Hispanic/Latin(a)(o)(x),Female,White,RRH,11,Household without Children
150,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,11,Household without Children
151,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",RRH,11,Household without Children
152,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",RRH,11,Household without Children
153,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,11,Household without Children
154,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,10,Household without Children
155,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,11,Household without Children
156,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,11,Household without Children
157,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",RRH,11,Household without Children
158,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,11,Household without Children
159,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,11,Household without Children
160,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,11,Household without Children
161,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,11,Household without Children
162,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",RRH,7,Household without Children
163,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",RRH,11,Household without Children
164,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,#N/A,Household without Children
165,Non-Hispanic/Non-Latin(a)(o)(x),Female,"Black, African American, or African",RRH,11,Household without Children
166,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,11,Household without Children
167,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,11,Household without Children
168,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,11,Household without Children
169,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,11,Household without Children
170,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,11,Household without Children
171,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,11,Household without Children
172,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,11,Household without Children
173,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,#N/A,Household without Children
174,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,11,Household without Children
175,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,11,Household without Children
176,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,11,Household without Children
177,Data not collected,Male,White,RRH,11,Household without Children
178,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,11,Household without Children
179,Non-Hispanic/Non-Latin(a)(o)(x),Male,"American Indian, Alaska Native, or Indigenous",RRH,11,Household without Children
180,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,11,Household without Children
181,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,11,Household without Children
182,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,11,Household without Children
183,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,11,Household without Children
184,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,11,Household without Children
185,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",RRH,11,Household without Children
186,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,11,Household without Children
187,Non-Hispanic/Non-Latin(a)(o)(x),Male,"Black, African American, or African",RRH,11,Household without Children
188,Non-Hispanic/Non-Latin(a)(o)(x),Female,White,RRH,11,Household without Children
189,Hispanic/Latin(a)(o)(x),Other gender,White,RRH,11,Household without Children
190,Non-Hispanic/Non-Latin(a)(o)(x),Male,White,RRH,11,Household without Children
191,Non-Hispanic/Non-Latin(a)(o)(x),Female,"American Indian, Alaska Native, or Indigenous",RRH,11,Household without Children
